world,169,74,203
world,174,78,243
world,164,68,239
world,-787,62,-5952
world,182,74,230
world,183,64,249
world,171,74,207
world,171,73,245
world,176,78,247
world,178,78,251
world,217,67,76
world,184,74,234
world,170,78,235
world,281,64,155
world,178,74,222
world,235,68,76
world,186,70,209
world,172,78,239
world,192,65,230
world,180,74,226
world,220,62,-17
world,185,74,237
world,172,73,248
world,231,68,72
world,124,10,41
world,168,78,231
world,206,72,175
world,187,74,241
world,-617,23,124
world,176,74,218
world,233,68,74
world,216,62,-16
world,219,73,164
world,168,74,202
world,173,78,242
world,175,78,246
world,195,65,237
world,194,84,33
world_nether,16,36,70
world,181,74,229
world,170,74,206
world,-783,64,-5955
world,178,70,193
world,177,78,250
world,196,84,34
world,183,74,233
world,195,62,34
world,192,79,241
world,180,69,233
world,179,78,252
world,168,78,229
world,206,72,173
world,187,74,239
world,233,68,73
world,235,68,75
world,183,79,222
world,184,69,241
world,170,78,233
world,175,78,244
world,-768,50,-5921
world,183,74,231
world,172,73,246
world,172,74,208
world,178,70,191
world,177,78,248
world,181,62,4
world,276,66,163
world,185,74,235
world,171,78,236
world,177,74,219
world,179,74,223
world,184,79,225
world,174,69,221
world,173,78,240
world,181,74,227
world,173,73,249
world,180,79,217
world,186,74,238
world,188,74,242
world,182,79,221
world,180,14,280
world,164,73,230
world,169,78,232
world_nether,-37,99,128
world,183,74,235
world,190,79,241
world,178,70,195
world,177,78,252
world,180,69,237
world,185,74,239
world,166,78,229
world,205,67,65
world_the_end,-86,62,-31
world,231,68,73
world,179,74,227
world,173,78,244
world_the_end,-64,61,-29
world,181,74,231
world,168,74,204
world,168,73,242
world_nether,19,73,19
world,170,74,208
world,175,78,248
world,176,69,229
world,257,63,-11
world,-840,12,-5829
world,196,63,62
world,180,79,221
world,167,78,232
world,238,64,66
world,169,78,236
world,196,70,233
world,182,79,225
world,171,78,240
world,172,69,221
world,177,74,223
world,176,78,251
world,182,74,234
world,178,79,217
world,217,67,78
world,184,74,238
world,186,74,242
world,182,79,223
world,-780,61,-5955
world,188,74,244
world,169,78,234
world,177,74,221
world,67,14,41
world,164,73,232
world,2235,72,1848
world,171,78,238
world,193,65,233
world,194,65,32
world,192,84,32
world,179,74,225
world,184,74,236
world_nether,-37,99,127
world,171,74,209
world,178,78,253
world,217,67,77
world,167,78,230
world,238,64,65
world,186,74,240
world,180,79,219
world,187,66,65
world_nether,-50,100,-27
world,174,78,245
world,180,74,228
world,162,68,237
world,182,74,232
world,169,74,205
world,176,78,249
world,-615,22,64
world,274,66,164
world,164,68,241
world,182,70,203
world,233,68,75
world,168,78,233
world,187,74,243
world_the_end,-62,61,-27
world,176,74,220
world,184,69,245
world,2152,100,2078
world,170,78,237
world,172,78,241
world,192,65,232
world,211,66,90
world,211,67,71
world,160,68,233
world,178,74,224
world,184,69,237
world,170,78,229
world,208,72,173
world,189,74,239
world,-593,17,45
world,178,74,216
world,235,68,73
world,172,78,233
world,174,78,237
world,180,74,220
world_nether,-6,72,-15
world,185,74,231
world,-798,15,-5817
world,172,74,204
world,174,74,208
world,195,62,33
world,192,79,237
world_nether,-151,85,48
world,180,69,229
world,179,78,248
world,168,78,225
world,187,74,235
world,206,72,169
world_nether,-36,57,174
world,176,73,250
world,195,79,34
world,181,74,223
world,186,79,225
world,176,69,221
world,175,78,240
world,272,66,155
world,-788,60,-5950
world,183,74,227
world,184,64,246
world,188,79,229
world,178,70,187
world,177,78,244
world,169,78,228
world,171,78,232
world,177,74,215
world,177,73,253
world,184,79,221
world,173,78,236
world,179,74,219
world,188,79,227
world,176,69,219
world,175,78,238
world,177,78,242
world,196,84,32
world,178,70,185
world,183,74,225
world,184,64,244
world,172,74,202
world,179,78,246
world,160,82,236
world_nether,1,72,-3
world,280,66,161
world,185,74,229
world,172,68,249
world,171,78,230
world,190,74,240
world,211,62,41
world,209,72,174
world,179,74,217
world,2233,70,1844
world,173,78,234
world,168,68,241
world,281,49,199
world,186,74,232
world,180,78,249
world,170,68,245
world,188,74,236
world,169,78,226
world,207,72,170
world,175,74,209
world,177,74,213
world,-924,8,-5712
world,188,70,207
world,188,69,245
world,176,78,241
world,164,68,233
world,215,67,71
world,215,66,90
world,182,74,224
world,184,74,228
world,176,14,254
world,178,78,245
world_nether,-36,57,172
world,217,67,73
world,179,74,221
world,-780,24,-5792
world,173,78,238
world,1805,69,1573
world,195,65,233
world,194,84,32
world,181,74,225
world,2236,71,1847
world,175,78,242
world,195,66,71
world,180,78,253
world,204,61,22
world,169,78,230
world,207,72,174
world,188,74,240
world,177,74,217
world,237,53,45
world,166,63,45
world,184,79,223
world,-594,54,45
world,171,78,234
world,176,78,245
world,196,65,236
world,164,68,237
world,184,74,232
world,166,68,241
world,171,74,205
world,178,78,249
world,217,67,75
world,2037,83,1980
world,168,68,245
world,186,74,236
world,205,72,170
world,173,74,209
world,178,74,220
world,186,69,245
world,277,63,-12
world,172,78,237
world,174,78,241
world,213,67,71
world,213,66,90
world,162,68,233
world,180,74,224
world,182,74,228
world_nether,-49,90,-29
world,278,66,162
world,217,67,74
world,184,74,230
world,173,74,207
world,176,14,256
world,178,78,247
world,180,78,251
world,168,68,243
world,186,74,234
world,207,72,172
world,188,74,238
world,175,73,249
world,3,10,41
world,180,74,222
world,-926,11,-5696
world,188,70,209
world,174,78,239
world,182,74,226
world,196,65,234
world,176,78,243
world,233,68,72
world,170,78,231
world,189,74,241
world,208,72,175
world,176,73,252
world,178,74,218
world,218,62,-16
world,165,73,229
world,-759,17,-5877
world,235,68,74
world,172,78,235
world,178,70,189
world,177,78,246
world,196,84,33
world,183,74,229
world,184,64,248
world,185,74,233
world,172,74,206
world_nether,-28,58,175
world,268,63,-18
world,179,78,250
world,187,74,237
world,168,78,227
world,206,72,171
world,192,79,239
world,172,69,229
world,179,74,235
world,-94,12,42
world,187,71,184
world,281,52,170
world,160,73,234
world,165,78,236
world,217,67,82
world,167,78,240
world,173,74,223
world,192,70,233
world,175,74,227
world,194,70,237
world,180,79,229
world_the_end,-85,69,-32
world,170,69,225
world,169,78,244
world,180,74,238
world,-10,14,39
world,188,71,187
world,188,70,225
world,176,79,221
world,182,74,242
world,271,64,156
world,184,74,246
world,-620,10,59
world,190,70,229
world,176,74,230
world,177,64,249
world,-864,17,-5774
world,178,74,234
world,179,64,253
world,218,62,-18
world,186,71,183
world,184,13,230
world,182,74,240
world,176,79,219
world,217,67,81
world,165,78,234
world,185,65,225
world,184,74,244
world,192,70,231
world,-648,17,71
world,185,66,67
world,172,78,249
world,192,65,240
world,194,61,21
world,180,74,236
world,186,71,181
world,188,71,185
world,231,68,77
world,166,78,237
world,207,66,90
world,207,67,71
world,174,74,224
world,-782,63,-5956
world,193,70,234
world,183,66,65
world,182,69,249
world_the_end,-62,61,-26
world,-793,63,-5955
world,168,78,241
world,-881,12,-5840
world,170,78,245
world,176,74,228
world,2117,79,2035
world,181,74,239
world,188,79,245
world,227,68,73
world,176,69,237
world,164,78,233
world,183,75,205
world,184,65,224
world,183,74,243
world,191,70,230
world,229,68,75
world,282,63,155
world,180,74,240
world,-594,59,45
world,186,71,185
world,188,70,227
world,195,75,233
world,163,78,234
world,182,74,244
world,168,78,245
world_nether,46,71,-257
world,174,74,228
world,183,66,67
world,176,74,232
world,178,74,236
world,184,71,181
world,189,70,230
world,227,68,75
world,178,70,207
world,229,68,77
world,196,75,236
world,164,78,237
world,184,65,228
world,183,74,247
world,205,66,90
world_the_end,-63,62,-17
world,191,70,234
world,180,69,249
world,-785,63,-5955
world,166,78,241
world,185,71,184
world,-153,12,46
world,172,69,233
world,179,74,239
world,186,79,245
world,187,70,226
world,187,71,188
world,225,68,73
world,176,69,241
world,162,78,233
world,181,74,243
world,181,75,205
world,284,63,158
world,191,70,232
world,229,68,76
world,196,75,234
world,2036,75,1989
world,166,78,239
world,174,74,226
world,193,70,236
world,161,73,237
world,2234,72,1847
world,168,78,243
world,225,68,72
world,192,84,35
world,179,74,237
world,181,74,241
world,284,63,156
world,281,52,172
world,187,71,186
world,176,69,239
world,227,68,74
world,194,84,36
world,164,78,235
world,184,65,226
world,183,74,245
world,175,74,229
world,191,65,241
world,2036,84,1980
world,-119,10,39
world,185,71,182
world,190,70,231
world,176,79,223
world,-594,24,45
world,179,70,208
world,217,67,83
world,271,64,158
world,184,74,248
world,165,78,238
world,-789,61,-5952
world,173,74,225
world,192,70,235
world,160,73,236
world,180,79,231
world,-358,64,58
world,167,78,234
world,187,65,225
world,186,74,244
world,66,14,41
world,180,79,223
world,-594,35,45
world,204,61,23
world,169,78,238
world,189,65,229
world,174,78,249
world,182,74,236
world,186,14,45
world,169,74,209
world,188,71,181
world,176,78,253
world,217,67,79
world,184,74,240
world,165,78,230
world,281,64,161
world,170,78,241
world,209,66,90
world,176,74,224
world,195,70,234
world,185,66,65
world,184,69,249
world,172,78,245
world,160,68,237
world,178,74,228
world,180,74,232
world,187,66,67
world,178,69,237
world,229,68,73
world,180,69,241
world,166,78,233
world,185,74,243
world,188,65,228
world,231,68,75
world,168,78,237
world,160,68,235
world,178,74,226
world,218,62,-17
world,185,66,64
world,184,70,209
world,184,69,247
world,187,66,66
world,167,73,241
world,172,78,243
world_the_end,-64,69,-22
world,180,74,230
world,181,64,249
world,169,74,207
world,169,73,245
world,174,78,247
world,231,68,74
world,180,69,239
world,217,73,164
world,219,73,168
world,277,64,155
world,188,65,226
world,187,74,245
world,168,78,235
world,176,74,222
world,163,73,233
world,233,68,76
world,170,78,239
world,181,74,233
world,183,74,237
world,229,68,72
world,178,70,197
world,196,84,35
world,123,10,41
world,166,78,231
world,185,74,241
world,268,63,-19
world,283,64,162
world,177,74,225
world,196,70,235
world,171,78,242
world,172,69,223
world,193,65,237
world,173,78,246
world,194,65,33
world,192,84,33
world,168,74,206
world,168,73,244
world,260,63,-18
world,168,78,239
world,195,70,236
world,176,74,226
world,216,62,-17
world,183,66,64
world,163,73,237
world,185,66,66
world,170,78,243
world_the_end,-65,69,-22
world,179,64,249
world,165,73,241
world,122,10,41
world,184,65,222
world,183,74,241
world,164,78,231
world,188,79,243
world,229,68,74
world,196,84,36
world,217,73,168
world,166,78,235
world,185,74,245
world,174,74,222
world,161,73,233
world,231,68,76
world,192,84,34
world,180,64,252
world,181,74,237
world,187,71,182
world,227,68,72
world,167,78,238
world,175,74,225
world,194,70,235
world,164,73,240
world,169,78,242
world,173,78,248
world,181,74,235
world,168,74,208
world,188,79,241
world,176,69,233
world,164,78,229
world,183,74,239
world,169,78,240
world,175,74,223
world,196,70,237
world,177,74,227
world,282,48,199
world_the_end,-66,62,-20
world_the_end,-1012,61,-460
world,164,73,238
world,172,69,225
world,171,78,244
world,180,64,250
world_the_end,-65,61,-29
world,184,74,242
world,217,67,80
world,165,78,232
world,167,78,236
world,192,70,229
world,194,70,233
world,180,79,225
world,172,78,247
world,192,65,238
world,180,74,234
world,220,62,-18
world,188,71,183
world,-626,30,120
world,176,79,217
world,182,74,238
world,172,74,232
world,174,74,236
world,180,71,181
world,180,70,219
world,200,85,32
world,188,65,244
world,187,75,225
world,176,74,240
world,274,63,155
world,182,70,223
world,-594,40,45
world_the_end,-64,62,-17
world,201,66,90
world,187,71,196
world,187,70,234
world,225,68,77
world,176,69,249
world,184,65,236
world_the_end,7,64,-26
world,170,74,228
world,189,70,238
world,178,69,253
world,196,85,31
world,183,71,188
world,183,70,226
world,-151,12,47
world,188,75,228
world_the_end,-66,62,-18
world,276,63,158
world,177,74,243
world,185,70,230
world,185,71,192
world,184,79,249
world,172,69,241
world,160,78,237
world,179,74,247
world,199,66,88
world,217,67,88
world,166,69,229
world,258,63,-1
world,173,74,235
world_the_end,-87,57,-31
world_the_end,-86,69,-31
world,-91,12,42
world,284,51,171
world,179,70,218
world,181,71,184
world,181,70,222
world,-149,12,46
world,175,74,239
world,179,74,245
world,160,78,235
world,199,66,87
world,185,71,190
world,185,70,228
world,184,79,247
world,187,71,194
world,187,70,232
world,225,68,76
world,181,74,249
world,173,74,233
world,181,71,182
world,-753,10,-5911
world,188,75,226
world,175,74,237
world,276,63,156
world,177,74,241
world,197,66,85
world,183,71,186
world,183,70,224
world,-787,64,-5951
world,188,70,235
world,169,74,225
world,176,79,231
world,-841,11,-5828
world,171,74,229
world,190,70,239
world,217,67,87
world,184,70,227
world,189,75,229
world,178,74,244
world,278,63,159
world,196,80,235
world,186,71,193
world,186,70,231
world,173,70,204
world,172,79,223
world,193,75,237
world,180,74,248
world,214,64,58
world,181,71,186
world,181,70,224
world,175,74,241
world,177,74,245
world,183,71,190
world,183,70,228
world,-780,59,-5956
world,-844,11,-5827
world,176,79,235
world,184,75,222
world_the_end,-63,68,-23
world,171,74,233
world,-849,9,-5936
world,179,71,182
world,179,70,220
world,217,67,89
world,283,45,174
world,187,65,245
world,245,62,-10
world,173,74,237
world,178,74,248
world,182,60,4
world,186,71,197
world,186,70,235
world_the_end,-64,68,-24
world,194,75,34
world,180,74,252
world,169,74,229
world,188,70,239
world,174,74,240
world,192,80,231
world,180,70,223
world,198,85,32
world,200,85,33
world,176,74,244
world,182,71,189
world,182,70,227
world,184,70,231
world,180,74,250
world,186,71,195
world,186,70,233
world,-754,11,-5908
world,188,70,237
world,169,74,227
world,190,70,241
world,171,74,231
world,176,79,233
world,182,71,187
world,182,70,225
world,221,62,54
world,176,74,242
world,194,80,233
world,196,80,237
world,184,70,229
world,172,79,225
world,178,74,246
world,282,51,170
world,178,70,217
world,177,79,236
world,-783,62,-5956
world,133,12,38
world,184,65,238
world,172,74,234
world,180,71,183
world,180,70,221
world,219,62,53
world,174,74,238
world,192,80,229
world,179,74,249
world,199,66,89
world,185,71,194
world,185,70,232
world,187,71,198
world,187,70,236
world,168,74,226
world,174,70,209
world,192,75,238
world,-131,74,149
world,170,74,230
world,189,70,240
world,264,63,-21
world,176,70,213
world,176,69,251
world,162,78,235
world,284,63,160
world,181,74,245
world,187,71,190
world,187,70,228
world,189,70,232
world,227,68,76
world,184,65,230
world,183,74,249
world,164,78,239
world,172,74,226
world,191,70,236
world,178,70,209
world,197,66,83
world,183,71,182
world,-119,10,40
world,177,74,237
world,280,63,156
world,179,74,241
world,199,66,85
world,185,71,186
world,185,70,224
world,225,68,74
world,192,75,230
world,192,84,36
world,217,67,85
world,271,64,162
world,173,74,229
world,192,70,239
world,-786,62,-5955
world,180,79,235
world,168,69,227
world,189,65,241
world,175,74,233
world,176,64,252
world,2050,82,2160
world,180,74,244
world,161,78,234
world,188,70,231
world,174,79,223
world,193,75,233
world,195,75,237
world,182,74,248
world_the_end,-63,68,-24
world,190,70,235
world,171,74,225
world,177,70,208
world,275,64,164
world,168,69,225
world,173,74,227
world,175,74,231
world,176,64,250
world,195,70,34
world,180,79,233
world_the_end,-66,62,-19
world,177,74,235
world,-93,12,42
world,197,66,82
world,182,74,246
world,-10,14,40
world,188,70,229
world,176,79,225
world,163,78,236
world,165,78,240
world,271,64,160
world,190,70,233
world,192,70,237
world_the_end,-86,69,-32
world,217,67,84
world,184,71,183
world,184,70,221
world,178,74,238
world,-764,18,-5910
world,282,63,157
world,220,62,-19
world,186,71,187
world,186,70,225
world,174,79,221
world,180,74,242
world,174,74,230
world,175,64,249
world,180,70,213
world,180,69,251
world,183,66,68
world,221,62,52
world,176,74,234
world,177,64,253
world,216,62,-18
world,190,70,237
world,217,67,86
world,2234,71,1845
world,271,64,164
world,171,74,227
world,173,74,231
world,192,70,241
world,168,69,229
world,172,79,221
world,2036,74,1989
world,178,74,242
world,196,80,233
world,180,74,246
world,186,71,191
world,186,70,229
world,174,79,225
world_the_end,10,66,-35
world,161,78,236
world,-10,14,41
world,188,70,233
world,174,74,234
world,182,71,183
world,182,70,221
world,221,62,53
world,188,65,242
world,176,74,238
world,218,62,-19
world,184,71,187
world,184,70,225
world,189,70,236
world,170,74,226
world,176,70,209
world,184,65,234
world,172,74,230
world,173,64,249
world,191,70,240
world,180,70,217
world,179,79,236
world,219,62,52
world,135,12,38
world,176,74,236
world,2004,77,1904
world,182,71,181
world,278,63,155
world,178,74,240
world,184,71,185
world,184,70,223
world,186,71,189
world,186,70,227
world,194,61,22
world,191,75,229
world,164,78,241
world,172,74,228
world,-788,63,-5954
world,191,70,238
world,180,69,253
world,198,85,31
world,174,74,232
world,192,75,232
world,160,78,233
world,179,74,243
world,280,63,158
world,199,66,86
world,187,71,192
world,187,70,230
world,173,79,222
world,225,68,75
world,176,70,207
world,162,78,237
world,284,63,162
world,181,74,247
world,184,65,232
world,203,66,90
world,189,70,234
world,227,68,77
world_the_end,-86,57,-31
world,175,74,235
world,195,70,35
world,183,71,184
world,183,70,222
world,-151,12,46
world_the_end,-66,61,-28
world,177,74,239
world,197,66,84
world,185,71,188
world,-153,12,47
world,185,70,226
world,184,79,245
world,172,69,237
world,175,71,182
world,180,75,222
world,251,62,80
world,169,74,237
world,188,71,209
world,177,70,224
world_the_end,-63,68,-22
world,196,66,234
world,215,68,72
world,171,74,241
world,189,75,241
world,228,64,71
world,176,74,252
world,165,74,229
world,184,70,239
world,167,74,233
world,186,70,243
world,172,74,244
world,224,64,67
world,178,70,227
world,180,70,231
world,198,85,34
world,238,62,26
world,174,74,248
world,192,80,239
world,182,70,235
world,168,79,227
world,174,71,181
world,1805,70,1573
world_the_end,-64,61,-25
world,181,75,225
world,-763,17,-5912
world,168,74,236
world,170,74,240
world,176,70,223
world,195,66,233
world,184,65,248
world,180,70,229
world,168,79,225
world,174,74,246
world,192,80,237
world,176,74,250
world,195,80,34
world,182,70,233
world,228,64,70
world,176,71,183
world,176,70,221
world,-924,8,-5709
world,170,74,238
world,188,80,229
world,-848,11,-5934
world,178,70,225
world,184,65,246
world,224,64,66
world,172,74,242
world,177,74,253
world,178,17,272
world,184,80,221
world,185,70,240
world,166,74,230
world,218,64,62
world,220,64,63
world,187,70,244
world,168,74,234
world,186,80,225
world,173,74,245
world,179,70,228
world,179,71,190
world,217,68,74
world,238,64,81
world,168,69,243
world,175,74,249
world,272,63,164
world,181,70,232
world,180,79,251
world,183,70,236
world,207,73,172
world,222,64,66
world,170,74,242
world,178,70,229
world,178,71,191
world,224,64,68
world,172,74,246
world,192,80,241
world,180,70,233
world,218,64,63
world,166,74,234
world,184,80,225
world,185,70,244
world,174,71,183
world,174,70,221
world,220,64,64
world,168,74,238
world,176,70,225
world,195,66,235
world,215,63,35
world,205,73,172
world,181,70,236
world,180,80,217
world,182,80,221
world,183,70,240
world,164,74,230
world,188,75,242
world,207,73,176
world,164,69,239
world,183,65,249
world,169,74,241
world,6,11,42
world,177,70,228
world,177,71,190
world,215,68,74
world,217,68,76
world,171,74,245
world,173,74,249
world,179,70,232
world_the_end,-66,61,-26
world,183,70,238
world,166,74,232
world,184,80,223
world,185,70,242
world,171,74,243
world,172,17,254
world,179,70,230
world,166,69,241
world,217,68,75
world,-786,60,-5951
world,173,74,247
world,180,79,253
world,181,70,234
world,238,64,82
world,168,69,245
world,186,70,245
world,167,74,235
world,213,67,90
world,213,68,71
world,251,62,81
world,162,69,233
world,180,75,224
world,169,74,239
world,175,71,184
world,175,70,222
world,177,71,188
world,282,46,198
world,177,70,226
world,196,66,236
world,215,68,73
world,164,69,237
world,168,79,229
world,226,64,70
world,195,80,35
world,182,70,237
world,266,63,8
world,228,64,72
world,230,64,74
world,249,62,79
world,165,74,231
world,184,70,241
world,184,71,203
world,170,79,225
